Merchant,Amount,Category,Card,Date,Note
AirAsia,1912.54,Travel,DBS Live Fresh,2017-05-05 17:38:28,Membership renewal
Zara,984.44,Shopping,UOB One,2022-11-22 09:27:50,Delivery fee
Concerts,100.12,Entertainment,DBS Live Fresh,2010-12-04 12:59:10,
Google,33.91,Other,UOB One,2022-05-12 20:05:51,Top-up
Cinema,169.22,Entertainment,DBS Live Fresh,2022-11-02 08:14:06,
Spotify,77.13,Services,Citi Rewards,2020-07-25 08:53:16,Snacks
AirAsia,193.60,Travel,HSBC Revolution,2017-08-12 13:17:00,Sale promo
Cinema,6.40,Entertainment,Amex Gold,2011-10-20 07:24:32,
Zara,221.71,Shopping,Chase Sapphire Preferred,2014-07-13 15:54:53,Snacks
Misc Store,261.00,Other,DBS Live Fresh,2020-05-05 17:08:48,
Phone Carrier,77.83,Services,Chase Sapphire Preferred,2012-06-21 16:38:32,Monthly subscription
AirAsia,1334.19,Travel,HSBC Revolution,2013-08-22 11:26:57,
Amazon,144.69,Shopping,Citi Rewards,2025-06-23 16:45:51,Lunch
Expedia,1450.44,Travel,Chase Sapphire Preferred,2018-12-22 16:30:31,Sale promo
Decathlon,1596.33,Shopping,DBS Live Fresh,2021-12-16 09:31:27,
Apple TV+,187.75,Entertainment,Amex Gold,2012-09-01 11:54:52,Gift
Adobe,61.94,Services,UOB One,2017-07-13 09:05:16,
Clinic,398.56,Health,Citi Rewards,2018-04-07 16:43:17,Groceries
Netflix,59.60,Services,HSBC Revolution,2022-09-22 11:49:46,Delivery fee
KFC,143.60,Food & Drinks,DBS Live Fresh,2021-11-10 10:27:01,
iCloud,19.13,Services,Chase Sapphire Preferred,2022-01-19 02:25:25,
Google,282.19,Other,DBS Live Fresh,2018-06-10 08:19:21,Sale promo
Optics,364.59,Health,Chase Sapphire Preferred,2010-11-20 06:16:50,Membership renewal
Uber,1769.24,Travel,Chase Sapphire Preferred,2020-08-29 10:37:53,
Cinema,129.39,Entertainment,Amex Gold,2024-04-02 09:50:09,Coffee
iCloud,27.49,Services,Chase Sapphire Preferred,2022-07-24 18:18:13,Gift
Apple TV+,194.70,Entertainment,Chase Sapphire Preferred,2018-03-13 14:57:24,
Uniqlo,757.32,Shopping,Chase Sapphire Preferred,2021-09-16 13:28:52,Dinner with friends
Concerts,98.21,Entertainment,DBS Live Fresh,2021-11-12 05:09:13,
Adobe,4.40,Services,Chase Sapphire Preferred,2015-08-02 11:02:47,Top-up
Starbucks,106.38,Food & Drinks,Citi Rewards,2018-06-04 15:43:08,Lunch
Steam,141.26,Entertainment,UOB One,2024-03-24 06:48:54,
Dental Care,277.76,Health,Chase Sapphire Preferred,2018-05-15 22:16:19,
Arcade,38.99,Entertainment,DBS Live Fresh,2015-03-06 14:07:36,Gift
Dental Care,535.68,Health,HSBC Revolution,2024-08-03 10:12:25,Hotel deposit
Supermart,286.38,Other,Chase Sapphire Preferred,2024-05-12 11:03:40,Airport ride
Zara,1957.44,Shopping,HSBC Revolution,2015-08-19 20:27:31,
Lyft,757.11,Travel,UOB One,2015-02-22 09:17:57,
Cinema,158.18,Entertainment,UOB One,2021-03-08 05:19:33,
Supermart,283.42,Other,DBS Live Fresh,2016-08-15 11:46:41,
Netflix,33.18,Services,Citi Rewards,2012-08-02 15:52:58,Monthly subscription
Clinic,235.06,Health,HSBC Revolution,2017-11-25 17:30:17,
IKEA,1021.51,Shopping,HSBC Revolution,2017-04-17 12:43:16,Snacks
Pharmacy,238.36,Health,DBS Live Fresh,2015-01-17 15:14:57,
Starbucks,13.30,Food & Drinks,DBS Live Fresh,2025-08-01 11:45:46,Coffee
Local Cafe,67.53,Food & Drinks,HSBC Revolution,2018-03-12 07:11:29,Household items
Supermart,292.15,Other,Chase Sapphire Preferred,2025-10-25 16:09:21,
Shell,466.04,Travel,Citi Rewards,2015-09-13 09:08:46,
Google,168.73,Other,UOB One,2021-11-09 08:42:02,Hotel deposit
Utilities Co,67.57,Services,Chase Sapphire Preferred,2022-10-20 15:45:09,Hotel deposit
Dental Care,51.22,Health,Chase Sapphire Preferred,2011-04-25 16:40:08,Sale promo
Google,351.65,Other,UOB One,2024-08-27 19:23:55,
Arcade,196.67,Entertainment,UOB One,2021-10-04 12:56:05,
Apple,367.37,Other,Citi Rewards,2012-04-27 19:34:30,Delivery fee
Qantas,1614.34,Travel,Chase Sapphire Preferred,2024-08-31 15:45:43,Hotel deposit
Zara,677.49,Shopping,Chase Sapphire Preferred,2024-12-01 07:47:47,Sale promo
Dental Care,446.28,Health,HSBC Revolution,2014-09-15 23:55:12,Fuel
Google,87.51,Other,Amex Gold,2015-02-26 09:34:25,
Utilities Co,3.62,Services,DBS Live Fresh,2020-05-08 10:17:58,Top-up
Chipotle,171.75,Food & Drinks,Amex Gold,2015-11-25 19:48:31,Groceries
KFC,106.19,Food & Drinks,Amex Gold,2014-12-06 10:12:56,
Decathlon,74.73,Shopping,HSBC Revolution,2025-04-18 13:45:05,Delivery fee
Decathlon,499.85,Shopping,HSBC Revolution,2022-04-26 10:50:56,
Netflix,31.19,Services,Amex Gold,2015-07-08 18:00:57,
Zara,1258.95,Shopping,Citi Rewards,2024-06-22 14:09:07,
Supermart,371.78,Other,UOB One,2025-09-28 13:24:02,Snacks
Adobe,36.33,Services,Citi Rewards,2011-08-03 11:50:57,Airport ride
Arcade,137.71,Entertainment,DBS Live Fresh,2018-06-14 11:57:26,
Steam,148.13,Entertainment,Chase Sapphire Preferred,2024-03-14 10:32:50,Lunch
Grab,1208.65,Travel,Chase Sapphire Preferred,2019-05-16 20:01:37,Groceries
KFC,171.03,Food & Drinks,Chase Sapphire Preferred,2023-12-23 07:53:55,
Clinic,419.70,Health,HSBC Revolution,2022-06-22 06:14:06,Coffee
Supermart,325.93,Other,UOB One,2014-01-23 09:54:10,Snacks
Utilities Co,50.32,Services,HSBC Revolution,2017-02-22 14:35:58,
Cinema,188.06,Entertainment,UOB One,2011-07-12 05:03:39,
Apple,264.03,Other,UOB One,2025-04-05 14:46:27,Gift
Chipotle,69.73,Food & Drinks,DBS Live Fresh,2011-12-19 10:40:28,Household items
McDonald's,159.22,Food & Drinks,Citi Rewards,2011-07-31 12:56:04,
Google,252.55,Other,HSBC Revolution,2015-10-31 18:40:02,Coffee
Arcade,159.75,Entertainment,HSBC Revolution,2024-04-01 14:17:15,
KFC,14.60,Food & Drinks,Citi Rewards,2013-07-17 11:35:21,Gift
AirAsia,417.98,Travel,HSBC Revolution,2019-11-28 15:58:59,Monthly subscription
Misc Store,145.64,Other,Amex Gold,2014-07-30 18:41:25,Groceries
iCloud,56.77,Services,Amex Gold,2024-02-26 21:22:18,Membership renewal
AirAsia,208.82,Travel,Citi Rewards,2018-09-12 08:54:55,
Spotify,33.10,Services,Citi Rewards,2024-05-04 09:39:15,Airport ride
Arcade,172.68,Entertainment,Citi Rewards,2011-03-28 06:30:07,Household items
Utilities Co,9.90,Services,Amex Gold,2018-03-24 18:10:50,Hotel deposit
Amazon,1586.94,Shopping,HSBC Revolution,2019-11-15 20:10:52,Coffee
Netflix,47.42,Services,DBS Live Fresh,2010-09-03 12:55:39,
Starbucks,21.46,Food & Drinks,Amex Gold,2023-07-28 09:54:36,Weekend trip
Optics,206.42,Health,Amex Gold,2015-01-07 07:14:00,
iCloud,60.93,Services,UOB One,2015-02-18 10:29:46,Membership renewal
McDonald's,75.33,Food & Drinks,Amex Gold,2013-07-18 13:23:04,Household items
Google,311.47,Other,Chase Sapphire Preferred,2011-05-20 10:08:47,Monthly subscription
Subway,14.17,Food & Drinks,Citi Rewards,2012-05-07 12:17:06,Delivery fee
McDonald's,74.70,Food & Drinks,Amex Gold,2019-09-01 07:08:31,Gift
Cinema,62.62,Entertainment,UOB One,2011-05-01 16:18:43,Gift
Shell,1434.78,Travel,HSBC Revolution,2018-08-25 18:08:40,Pharmacy run
McDonald's,25.74,Food & Drinks,DBS Live Fresh,2012-10-25 17:47:07,
Utilities Co,68.79,Services,Chase Sapphire Preferred,2021-11-06 01:44:55,
Pharmacy,351.95,Health,HSBC Revolution,2019-12-11 20:47:27,Top-up
Apple,62.22,Other,UOB One,2016-04-03 16:34:55,Top-up
Dental Care,479.31,Health,Citi Rewards,2011-01-21 05:16:43,
Cinema,34.87,Entertainment,HSBC Revolution,2012-10-12 16:26:19,
IKEA,890.09,Shopping,Amex Gold,2015-01-20 15:49:43,
Chipotle,176.19,Food & Drinks,Chase Sapphire Preferred,2013-10-09 13:57:13,Delivery fee
Concerts,118.18,Entertainment,DBS Live Fresh,2013-02-12 16:12:09,
Target,955.97,Shopping,UOB One,2015-01-14 17:10:40,Top-up
Local Shop,221.62,Other,Citi Rewards,2014-02-08 17:07:18,Pharmacy run
Apple TV+,79.79,Entertainment,Amex Gold,2015-06-30 10:32:23,
Burger King,69.62,Food & Drinks,DBS Live Fresh,2019-09-22 14:46:57,
Qantas,447.27,Travel,Chase Sapphire Preferred,2014-07-23 12:43:59,Sale promo
Dental Care,425.50,Health,Amex Gold,2022-11-29 17:06:07,
Pharmacy,527.18,Health,Amex Gold,2023-09-12 13:13:09,
Google,342.76,Other,Chase Sapphire Preferred,2023-02-03 11:57:58,
Optics,92.24,Health,UOB One,2011-07-23 17:36:29,Fuel
Cinema,159.32,Entertainment,Amex Gold,2021-04-08 14:40:52,Fuel
Zara,1864.70,Shopping,Citi Rewards,2012-05-27 15:06:00,
iCloud,44.17,Services,DBS Live Fresh,2021-03-31 15:30:04,
Subway,60.47,Food & Drinks,DBS Live Fresh,2014-08-30 17:55:59,
Apple,373.30,Other,DBS Live Fresh,2016-12-17 11:33:41,Household items
Lyft,319.76,Travel,UOB One,2024-11-26 19:49:15,
Zara,1549.74,Shopping,Citi Rewards,2019-10-01 10:36:43,Sale promo
Steam,5.98,Entertainment,Amex Gold,2015-02-11 13:33:23,Household items
Uniqlo,1206.37,Shopping,UOB One,2016-12-14 08:41:39,
Optics,107.72,Health,UOB One,2020-04-23 07:11:13,
Supermart,262.10,Other,DBS Live Fresh,2017-02-09 08:57:56,Groceries
Netflix,11.69,Services,Chase Sapphire Preferred,2010-08-20 01:35:18,Sale promo
Qantas,269.36,Travel,Amex Gold,2018-02-24 07:19:32,Coffee
Local Shop,351.69,Other,DBS Live Fresh,2018-08-05 12:52:42,
Uniqlo,1996.65,Shopping,Chase Sapphire Preferred,2013-12-17 13:58:30,
Utilities Co,72.76,Services,UOB One,2021-07-01 08:30:56,
Zara,1635.71,Shopping,DBS Live Fresh,2018-02-02 18:35:53,Delivery fee
Netflix,75.09,Services,HSBC Revolution,2025-09-27 14:16:43,Sale promo
Pharmacy,119.92,Health,Chase Sapphire Preferred,2015-09-23 12:09:11,Dinner with friends
Expedia,1871.15,Travel,UOB One,2025-09-24 13:19:03,Membership renewal
Decathlon,1355.24,Shopping,Citi Rewards,2016-09-29 10:04:17,Snacks
Optics,560.13,Health,UOB One,2014-12-28 10:46:36,Weekend trip
Lyft,1035.64,Travel,UOB One,2022-04-16 00:37:52,Weekend trip
Cinema,152.80,Entertainment,DBS Live Fresh,2012-10-29 01:38:24,Weekend trip
Pharmacy,500.54,Health,UOB One,2024-01-26 10:08:52,Coffee
Uber,373.13,Travel,HSBC Revolution,2015-12-23 10:58:20,Lunch
Clinic,331.02,Health,Chase Sapphire Preferred,2021-09-20 18:59:12,
Utilities Co,53.31,Services,Chase Sapphire Preferred,2018-01-01 21:30:03,
Clinic,531.18,Health,Amex Gold,2011-12-08 18:21:55,
Clinic,248.47,Health,HSBC Revolution,2010-09-04 08:55:39,Sale promo
Expedia,936.20,Travel,UOB One,2014-08-14 09:40:24,Weekend trip
Steam,105.57,Entertainment,DBS Live Fresh,2014-02-08 11:47:35,
Local Shop,365.00,Other,HSBC Revolution,2010-02-09 12:54:02,
Local Cafe,195.43,Food & Drinks,UOB One,2011-02-09 13:32:33,Membership renewal
Steam,138.79,Entertainment,HSBC Revolution,2011-03-24 18:14:05,
Dental Care,343.31,Health,Amex Gold,2017-08-16 23:49:00,Membership renewal
Optics,130.55,Health,HSBC Revolution,2016-06-03 10:53:04,Top-up
Expedia,351.87,Travel,Chase Sapphire Preferred,2017-10-10 18:16:39,Delivery fee
Chipotle,191.07,Food & Drinks,Citi Rewards,2025-03-05 15:32:08,Monthly subscription
Adobe,39.12,Services,Amex Gold,2014-12-31 15:18:41,Sale promo
Spotify,19.71,Services,Amex Gold,2013-07-05 13:57:43,Membership renewal
Spotify,4.70,Services,DBS Live Fresh,2013-12-28 12:58:52,
Apple TV+,148.59,Entertainment,Chase Sapphire Preferred,2019-12-12 15:07:46,
Starbucks,13.32,Food & Drinks,Amex Gold,2015-01-23 10:09:38,Lunch
Uniqlo,1737.27,Shopping,DBS Live Fresh,2020-11-21 02:23:58,Groceries
Clinic,412.38,Health,DBS Live Fresh,2024-01-22 15:26:15,
Google,201.19,Other,Chase Sapphire Preferred,2024-07-23 17:40:31,Delivery fee
Dental Care,439.16,Health,Amex Gold,2014-09-08 17:25:06,Sale promo
Apple TV+,175.98,Entertainment,DBS Live Fresh,2021-04-16 15:54:44,Household items
Pharmacy,258.81,Health,HSBC Revolution,2010-06-30 18:03:34,
Lyft,1510.98,Travel,HSBC Revolution,2016-04-29 11:57:43,Monthly subscription
Starbucks,146.20,Food & Drinks,Amex Gold,2015-12-14 09:03:32,
Dental Care,104.72,Health,Chase Sapphire Preferred,2024-05-05 11:29:57,Fuel
Walmart,1874.87,Shopping,HSBC Revolution,2020-01-11 09:08:14,Sale promo
McDonald's,31.75,Food & Drinks,HSBC Revolution,2022-06-23 09:42:05,
Apple TV+,24.63,Entertainment,DBS Live Fresh,2016-08-09 08:07:46,Gift
Utilities Co,52.46,Services,Citi Rewards,2015-10-05 12:01:30,Monthly subscription
Concerts,83.51,Entertainment,Chase Sapphire Preferred,2024-09-19 10:43:08,Gift
Apple,262.18,Other,UOB One,2012-01-29 19:56:04,
Apple TV+,66.36,Entertainment,Citi Rewards,2018-07-25 08:01:43,
Pharmacy,84.99,Health,HSBC Revolution,2014-08-08 09:07:24,Pharmacy run
Optics,155.98,Health,Citi Rewards,2017-11-27 00:09:13,
Apple TV+,162.55,Entertainment,DBS Live Fresh,2023-12-26 09:11:40,Coffee
Apple TV+,89.57,Entertainment,UOB One,2010-06-02 14:36:52,Pharmacy run
Uniqlo,1550.61,Shopping,HSBC Revolution,2018-06-11 05:12:51,
Qantas,1359.92,Travel,Chase Sapphire Preferred,2012-01-21 11:58:48,
Uniqlo,1156.69,Shopping,DBS Live Fresh,2014-04-01 19:56:48,Fuel
Amazon,814.46,Shopping,Chase Sapphire Preferred,2024-11-16 14:01:19,
Pharmacy,424.71,Health,Chase Sapphire Preferred,2013-01-31 19:04:42,Fuel
Supermart,280.90,Other,HSBC Revolution,2010-01-29 11:07:03,
Target,1557.24,Shopping,DBS Live Fresh,2016-08-19 12:26:55,
Utilities Co,2.99,Services,DBS Live Fresh,2014-11-01 14:12:06,Coffee
Steam,140.01,Entertainment,Amex Gold,2015-03-04 13:23:23,Lunch
Grab,606.51,Travel,UOB One,2025-02-07 12:31:28,Hotel deposit
iCloud,46.44,Services,DBS Live Fresh,2016-05-27 09:09:09,
Optics,237.97,Health,DBS Live Fresh,2011-10-26 18:40:06,Delivery fee
Supermart,82.75,Other,DBS Live Fresh,2020-12-23 15:24:12,Groceries
Lyft,323.37,Travel,UOB One,2023-10-31 10:08:16,Sale promo
Amazon,1536.61,Shopping,UOB One,2019-03-08 07:04:42,Top-up
Target,1391.77,Shopping,Amex Gold,2013-02-09 10:30:06,Gift
Burger King,124.29,Food & Drinks,DBS Live Fresh,2025-08-03 14:45:25,
Clinic,45.63,Health,DBS Live Fresh,2011-10-03 17:36:28,
Pharmacy,466.73,Health,DBS Live Fresh,2018-09-05 11:55:34,Top-up
Walmart,465.45,Shopping,Citi Rewards,2019-09-23 02:59:50,
Local Cafe,140.98,Food & Drinks,UOB One,2014-09-12 11:48:59,
Apple TV+,93.87,Entertainment,HSBC Revolution,2021-08-26 13:38:30,Hotel deposit
Concerts,178.23,Entertainment,Amex Gold,2012-04-07 21:40:31,Sale promo
KFC,175.83,Food & Drinks,UOB One,2023-10-04 18:02:56,
Misc Store,97.56,Other,HSBC Revolution,2023-03-28 13:33:46,
Supermart,175.69,Other,DBS Live Fresh,2013-10-03 10:45:48,
Clinic,70.38,Health,Chase Sapphire Preferred,2017-12-23 12:28:44,Dinner with friends
Concerts,18.18,Entertainment,HSBC Revolution,2011-03-07 11:40:00,
Google,200.00,Other,HSBC Revolution,2010-12-17 18:12:57,Gift
Local Shop,322.40,Other,HSBC Revolution,2025-02-01 08:08:16,
KFC,165.61,Food & Drinks,Chase Sapphire Preferred,2019-11-23 21:27:30,Lunch
Netflix,12.47,Services,UOB One,2020-01-20 08:57:22,Sale promo
Concerts,139.26,Entertainment,Citi Rewards,2017-07-22 21:59:28,Weekend trip
Apple,336.08,Other,Amex Gold,2024-03-26 00:55:22,Hotel deposit
Concerts,187.45,Entertainment,Citi Rewards,2010-10-30 17:16:01,Dinner with friends
Target,415.88,Shopping,DBS Live Fresh,2017-10-20 08:42:28,
Adobe,48.87,Services,Citi Rewards,2013-08-26 09:39:41,
McDonald's,113.04,Food & Drinks,Amex Gold,2014-04-07 14:08:15,
Qantas,202.99,Travel,Chase Sapphire Preferred,2018-01-08 05:25:12,Monthly subscription
Cinema,87.94,Entertainment,DBS Live Fresh,2023-10-12 14:15:34,Hotel deposit
Dental Care,173.47,Health,Amex Gold,2015-09-02 21:31:44,
Walmart,576.81,Shopping,DBS Live Fresh,2023-10-06 09:32:16,
Dental Care,527.93,Health,DBS Live Fresh,2017-11-22 17:16:55,
Supermart,325.39,Other,Amex Gold,2019-04-22 15:14:08,Household items
Starbucks,183.55,Food & Drinks,DBS Live Fresh,2010-11-19 15:08:12,
Subway,135.99,Food & Drinks,Chase Sapphire Preferred,2024-08-12 17:36:48,
Arcade,147.17,Entertainment,DBS Live Fresh,2019-04-04 09:12:13,Weekend trip
Spotify,53.01,Services,HSBC Revolution,2015-07-22 17:03:20,
Lyft,1261.73,Travel,DBS Live Fresh,2023-10-05 14:33:38,
Expedia,144.96,Travel,DBS Live Fresh,2018-10-21 13:20:39,Sale promo
KFC,57.01,Food & Drinks,UOB One,2015-02-14 07:56:11,Groceries
Local Shop,159.63,Other,Amex Gold,2017-11-18 03:51:33,Pharmacy run
Clinic,548.66,Health,DBS Live Fresh,2010-10-06 21:59:42,Fuel
Lyft,590.13,Travel,DBS Live Fresh,2020-09-16 09:27:13,Top-up
Phone Carrier,70.75,Services,DBS Live Fresh,2018-09-06 01:16:49,Groceries
Google,83.69,Other,Chase Sapphire Preferred,2017-09-20 11:00:58,Fuel
Uber,991.35,Travel,HSBC Revolution,2019-08-13 12:50:21,Top-up
Amazon,1013.30,Shopping,Chase Sapphire Preferred,2022-06-13 08:47:04,
Spotify,72.62,Services,Amex Gold,2016-04-02 12:18:04,
Google,55.71,Other,Amex Gold,2011-04-06 07:52:44,Delivery fee
Expedia,145.35,Travel,HSBC Revolution,2016-11-20 12:01:56,Pharmacy run
Supermart,393.72,Other,Citi Rewards,2018-06-09 08:16:05,
Grab,1020.12,Travel,HSBC Revolution,2021-03-31 15:22:44,
Apple TV+,193.19,Entertainment,DBS Live Fresh,2021-03-31 06:02:22,Pharmacy run
Misc Store,121.09,Other,Amex Gold,2024-04-27 10:11:57,
Clinic,415.44,Health,Chase Sapphire Preferred,2011-02-15 17:30:46,
Clinic,218.91,Health,Citi Rewards,2016-02-01 06:14:37,
Optics,109.41,Health,HSBC Revolution,2017-09-26 18:54:42,
Clinic,142.82,Health,HSBC Revolution,2016-05-21 07:46:36,
Local Shop,337.78,Other,DBS Live Fresh,2021-02-11 16:11:30,Gift
Clinic,148.49,Health,UOB One,2024-07-21 19:10:46,Delivery fee
Walmart,1902.56,Shopping,DBS Live Fresh,2011-11-25 20:29:07,Monthly subscription
Walmart,1670.13,Shopping,DBS Live Fresh,2015-10-09 13:50:31,Lunch
Dental Care,185.87,Health,Amex Gold,2015-06-16 01:20:29,
Lyft,628.24,Travel,Citi Rewards,2011-03-21 17:59:45,
Concerts,124.80,Entertainment,UOB One,2016-09-20 06:16:18,Hotel deposit
Phone Carrier,39.52,Services,DBS Live Fresh,2019-05-02 10:05:56,Gift
Adobe,7.66,Services,DBS Live Fresh,2010-03-22 16:19:27,Groceries
iCloud,1.77,Services,Amex Gold,2021-02-17 21:00:01,Membership renewal
Dental Care,105.99,Health,HSBC Revolution,2012-08-30 05:08:53,Pharmacy run
IKEA,935.19,Shopping,Citi Rewards,2024-01-13 00:10:33,
Burger King,12.57,Food & Drinks,Citi Rewards,2011-04-13 09:30:08,Lunch
Qantas,290.17,Travel,Amex Gold,2010-11-28 18:33:20,
Steam,165.23,Entertainment,HSBC Revolution,2017-07-13 10:04:56,
Zara,602.25,Shopping,DBS Live Fresh,2021-04-02 11:14:06,Fuel
Arcade,114.12,Entertainment,Chase Sapphire Preferred,2017-05-31 15:58:33,Sale promo
Netflix,56.45,Services,HSBC Revolution,2025-02-05 12:33:48,Lunch
Expedia,352.27,Travel,DBS Live Fresh,2019-11-06 14:39:12,Household items
Decathlon,1044.09,Shopping,Citi Rewards,2018-05-18 09:25:32,
Local Shop,29.09,Other,Citi Rewards,2017-12-06 12:17:28,
Google,35.09,Other,HSBC Revolution,2017-02-11 19:51:44,
Uber,920.86,Travel,Citi Rewards,2017-04-09 11:46:00,
Expedia,1124.58,Travel,UOB One,2011-12-21 08:01:13,
Pharmacy,361.45,Health,HSBC Revolution,2022-05-29 05:19:28,Hotel deposit
Chipotle,179.40,Food & Drinks,Citi Rewards,2019-07-04 13:32:21,
Walmart,333.47,Shopping,UOB One,2025-08-06 18:13:01,Monthly subscription
Shell,1044.77,Travel,Chase Sapphire Preferred,2015-01-29 14:37:49,Pharmacy run
Spotify,65.15,Services,Chase Sapphire Preferred,2019-05-13 13:54:35,Airport ride
Amazon,1531.62,Shopping,Citi Rewards,2013-12-04 17:18:57,Snacks
Phone Carrier,50.65,Services,Amex Gold,2012-03-08 18:32:06,Pharmacy run
iCloud,56.61,Services,Amex Gold,2023-06-07 15:38:22,
Optics,194.63,Health,Citi Rewards,2023-06-04 18:14:23,Sale promo
Concerts,40.20,Entertainment,Chase Sapphire Preferred,2019-10-12 18:57:30,
Chipotle,51.93,Food & Drinks,Citi Rewards,2019-09-19 12:08:44,
Walmart,1872.26,Shopping,Amex Gold,2012-02-07 17:15:43,
Cinema,48.26,Entertainment,HSBC Revolution,2020-10-18 18:44:08,Snacks
Pharmacy,116.78,Health,HSBC Revolution,2021-06-26 17:01:03,
Amazon,1694.75,Shopping,UOB One,2011-12-14 03:53:33,Lunch
Optics,546.78,Health,DBS Live Fresh,2021-10-05 13:43:41,Household items
IKEA,791.79,Shopping,DBS Live Fresh,2021-04-22 15:30:13,
Concerts,25.92,Entertainment,Amex Gold,2019-04-19 10:55:54,
Walmart,1034.48,Shopping,Amex Gold,2021-04-24 21:52:46,Coffee
Phone Carrier,35.68,Services,Chase Sapphire Preferred,2022-08-12 10:53:11,
Uber,1075.03,Travel,HSBC Revolution,2020-04-02 19:37:05,Fuel
iCloud,27.00,Services,Citi Rewards,2012-03-24 16:49:20,
Netflix,20.86,Services,Chase Sapphire Preferred,2011-11-20 20:11:47,Membership renewal
Clinic,233.15,Health,DBS Live Fresh,2011-05-05 05:56:38,Snacks
Cinema,189.36,Entertainment,Amex Gold,2020-02-12 09:46:04,
Apple TV+,53.86,Entertainment,HSBC Revolution,2010-05-09 18:27:45,Monthly subscription
Phone Carrier,48.18,Services,DBS Live Fresh,2012-07-06 14:14:04,
Apple,219.17,Other,Chase Sapphire Preferred,2015-12-31 09:23:48,Dinner with friends
Burger King,174.49,Food & Drinks,UOB One,2024-12-26 09:35:05,
Netflix,65.47,Services,UOB One,2018-03-24 10:56:58,Snacks
Lyft,293.69,Travel,Amex Gold,2016-04-18 09:56:30,Airport ride
Amazon,668.29,Shopping,HSBC Revolution,2017-07-26 11:59:59,
Local Shop,157.42,Other,Amex Gold,2016-11-29 18:38:15,Sale promo
Dental Care,571.19,Health,Amex Gold,2021-01-26 07:33:27,Coffee
Grab,435.32,Travel,UOB One,2014-06-28 21:34:31,Airport ride
McDonald's,60.54,Food & Drinks,HSBC Revolution,2010-12-23 14:55:12,
Zara,1552.42,Shopping,DBS Live Fresh,2016-12-18 09:58:19,Household items
Misc Store,363.27,Other,Chase Sapphire Preferred,2024-05-29 11:19:21,
Qantas,31.65,Travel,UOB One,2020-02-18 09:29:31,
Decathlon,1977.21,Shopping,UOB One,2015-05-24 15:27:25,
Local Shop,127.29,Other,Amex Gold,2021-11-08 16:58:29,
Local Shop,185.92,Other,Chase Sapphire Preferred,2010-05-18 11:22:20,
Zara,957.88,Shopping,Citi Rewards,2012-04-09 09:16:56,Pharmacy run
Clinic,99.49,Health,Chase Sapphire Preferred,2025-07-31 12:22:31,
Utilities Co,42.25,Services,Citi Rewards,2021-10-02 09:14:49,Dinner with friends
Utilities Co,31.03,Services,HSBC Revolution,2012-11-12 09:45:44,
Adobe,36.27,Services,Amex Gold,2025-05-03 21:07:11,
Misc Store,394.03,Other,Citi Rewards,2018-05-26 13:26:30,
Concerts,52.75,Entertainment,Chase Sapphire Preferred,2015-12-07 20:01:25,
Steam,71.74,Entertainment,Amex Gold,2011-06-13 17:38:42,
Misc Store,152.37,Other,HSBC Revolution,2015-11-04 22:51:11,
Zara,1114.73,Shopping,HSBC Revolution,2020-09-21 08:09:16,
Misc Store,195.12,Other,UOB One,2025-08-22 14:57:12,
Grab,117.03,Travel,HSBC Revolution,2020-08-21 21:35:24,
Target,411.48,Shopping,UOB One,2021-07-02 19:16:58,Hotel deposit
Cinema,138.78,Entertainment,Amex Gold,2020-04-21 12:54:20,Monthly subscription
